sentence,label
i missed u to baby,1
long as i get to have my way with ya,1
ur my lil bo,1
why would you need no them,0
do you see anything in the show xlate,0
lol i need to find some one who has a lot of money so cna quit work and just stay home wiht her and play lol,1
i thought we were hanging,1
what a boy friend,1
so what you been up to,1
That would be fun wat else be honest,1
yes tonight at 11pm to sun morn at 7am,1
would like to play with Haiku sometime,0
either individually or in a scene,0
have fun with chores,1
well have to see if ya let me,1
ok call me tomorrow,1
im gonna do it tonite,0
progress_ind setup enable 3,0
i willl be so happy tho,1
il try get those pics if not on monday around 8,1
I mean I know u r young but seem very mature for your age,1
well theres 2 of us,0
so will u do this 4 me sam,1
i know if you where 18 and u wanted to spend the rest of your life with me i would do it in a heart beat baby,1
lol yeah i know that my life story,1
ok well thats a possibility,1
I wantbuy you somthing silk nad black with straps,1
how did it make u feel,1
thats crazy i hate yahoo sometimes,1
but im getting this message,0
hey baby you trust me,1
yeah and i want to cum allover you baby,1
but still made it on time,1
or call me anytime,1
well talk to you later,1
and what will happen,1
i so happy  that i got to talk to you today,1
i dont have one,0
theres too many bots in chat,1
WE WILL PARTY HARD,0
what is ur height,0
cuz it makes it hard for some people to understand me,1
oh i thought that might be interesting u going around the house naked lol,1
now I should go,1
haha what are u thinking,1
sorry baby had to go and pick up son from scoccer practice will be back on tommorrow im so sorry,1
when you think of me how does it make you feel,1
im just home and i need a shower 2,1
sorry we dont have to just talk about that,1
i hope they ar good thoughts,1
its a fast test,0
i blame cold ice cream fingers,0
i wanna be with u,1
I have no problem waiting for you,1
yes i am a girl,0
so you think im weird now,1
where are your gfs,1
I know and that is sweet,1
It will be a lot better in person baby,1
I think that would be sooo HOT,1
damn this will be a long ride,1
because the table phases already deal with them,0
i will miss u a lot if i cantt,1
so does your mom,0
wats ur address ill do a mapquest,1
i promise i wont call untill tomorow at 830,1
Well u could be my dessert sexy,1
just figuring thats what u meant,1
can I cum in your mouth,1
I am just afraid that all this is just a dream,1
whats on my sweetie mind,1
think of it as an incentive to get you mom out of the house tonight so that we can meet for sex,1
yea but he is asleep,1
sorry i was trying to talk with you,1
it would be fun like crazy,1
thats a main reason,1
and we would want u to e pregnant,1
well so what does she think is wrong with you,1
make myself last like sexual haha,1
i dint get ya,0
what do you mean,0
you need an insane amount of signal to get full speed on the SR9s,0
its supposed to warm up by the morning,1
unless your distributing via CD,0
i wonder if i really do,1
like ur dad might think somethings going on a threaten u with something,1
yea i dont blam ya,1
talk ur parents into it,1
i wanted to ask one thing,1
might b real cool,0
wat u been doing,1
but it doesnt really cost extra,0
get some short skirts,1
hey sweetie i am not going to be able to make it sorry,1
miss u too love,1
just the usual stuff,1
mmmm ohh yes baby and i hope that we dont get the snow wedesday either,1
cool then we will cook something togehter then baby,1
i was told today that i was charming,1
cuz u know its no turning back,1
something u like the most,1
yeah it would have been so much fun,1
not on again lol,1
wow that suxs shit,1
yahoo hates me too,1
you will soon enough,1
cause of the fact that some assholes like to prey on younger girls online,1
yeah 2 of them,1
my machines group is the 503,0
it that for reals,1
helping a frien with there hw,1
but u would if it was cool with her,1
id invite you if you were closer,1
hey lov i made it to where i was going,1
and mindless self indulgence,0
ya i know I forget I cant leave right now either,1
i gota go to bed,1
wow never thought there were this many games running with linux,0
would only have one room however and one bed lol,1
i didnt get to the store,1
yeah i shoot 35 mm,1
yea but no one wants to go,1
i wish i could be there tomorrow but i dont think its gonna happen,1
they all either run away or die,1
im eating ice cream,1
where the computer at,1
not like i own any,1
im gonna make him,1
did u ask him bout staying here in ga,1
nah seriously of course i missed you,1
u watch sis while mom is gone,1
what are you wearing,1
i would like that,1
cause i have too much aliases,0
you can if you want to,1
what did u do last nite,1
something in which u look so so cool,1
you been wearing panties,1
i was on earlier but u werent here,1
one thing i allways wanted to know is why netbsd is the best OS in your oppinion,0
lov to see more,1
now that daddy took her tball away,0
nvm i can stay for a little longer,0
Yea ill be on,1
i got the rubbers iam all set,1
is your homework done,1
whay skool u go to,1
i think about holding your hand,1
getting excited about tomorrow,1
yeah they r good,1
trying to squit some of the juice out,1
you never spread them apart,1
sorry lol some fun,1
I am really tired so I am off to bed,1
u have to strt,0
it wasnt on the email,0
thats not i wnat to do lol,1
the heirarchy of categories should be made clearer somehow,0
but like let her know that part tonight,1
ya me too i gotta put him to sleep,1
lol actually it sucked lol,1
ill bring my camra to and take pic like ur a real model,1
but u didnt send me nothing,1
oh u should have it would have been alot better for u,1
ooh it feels soooo good,0
no one else on,1
tell me your adress,0
I need to shovel,1
That paragraph could probably do with significant rewriting,0
u r sweet is why u like it,1
did u have a good day,1
can u sneak in sumwhere and call me,1
why you type so many o,0
i hv missed u as well swetiee,1
just worried about the comments in comments,0
so couse i talk to a girl im hitting on her,1
ohh I can do that as well,1
like going down on u and other different pos,1
never with anything else though,0
compared to like cisco and stuff,0
and let me stuff you,1
u gonna say hello,1
hey sweety you dont change your bingbox yet weell talk to you later ok I love you I just came to get some cigarretes in my room I love you with all my heart I guess you still looking in your bingbox then take care wet kisses and hugs to you,1
maybe 3 good games for u,1
y wut u thinkin,1
hey love i missed you,1
where does she live,1
yahoo pool silly lol,0
or like i said before,0
ok im still here,1
o then y am i thinking u was lol,1
try cause the floor is kinda cool,1
haha yeah i think u have to disconect to make it work but i have no clue,0
oh thats good then huh,1
coming back home later that day,1
just like this one,1
i wanna feel ur sweet hot body next to mine,1
ill tell you how to do it,1
what if your family is around,1
yes there is and they party almost as hard as a georgan,1
o were are u from,0
i will come saturday morning 2 to spend the whole day with u,1
i live in clinton,1
Cheer up baby u will see me soon,1
ohhhh yea i was just dreaming,1
yes so u can have a new start,1
i just want u,0
MIGHT BE THE LAST MESSAGE I CAN SEND TILL I GET THERE SO IF U GET THIS CALL ME,1
and also thank so much to be my girl friend,1
so i erased them,1
i thought tuesday through friday,1
sorry I dont understand americxan shortcuts much,0
what your a loner,1
maybe I can take you to a show sometime,1
for overrideMimeType it would work,0
we moved a lot,0
i have never had mikes,1
we can b good friends and share all our things,1
anything I want to show you,1
I want to use SWAT on Kubuntu,0
tell me whats on your mind,1
well being 15 i really thought he was cool,1
just celebrating 4 20,1
R u a f,0
i wanna hot tub,1
lol hate when you cant sleep,0
joining the Audio Incubator Group would be a good way to get involved in discussion,0
and ive fallen for u big time,1
lol no just get paid good i guess,1
its going to defiatly be unique haha,0
i am good in all ball games,1
talk to u then,1
it slips over head of cock its a ring and it vibrates it small so u can have it in pants,1
like me total angel lol,1
